line,citer_raw,cited_raw,citer,cited,file_raw,resolved_path,resolution,resolved_owner,time_raw,time_utc,phase,roster_pair,nonself_roster_pair,public_resolved,owner_confirmed
455,agent-009,agent-022,agent-009,agent-022,f2,,unresolved,,2026-08-01T19:15:12Z,2026-08-01T19:15:12Z,phase1,True,True,False,False
456,agent-009,agent-022,agent-009,agent-022,f3,,unresolved,,2026-08-01T19:15:13Z,2026-08-01T19:15:13Z,phase1,True,True,False,False
457,agent-009,agent-022,agent-009,agent-022,f4,,unresolved,,2026-08-01T19:15:13Z,2026-08-01T19:15:13Z,phase1,True,True,False,False
458,agent-035,agent-014,agent-035,agent-014,/Users/bytedance/Downloads/swarm/commons/data/agent-035_strategy_simulation_50trials_20260801T191544Z.json,commons/data/agent-035_strategy_simulation_50trials_20260801T191544Z.json,exact,agent-035,2026-08-01T19:15:44.568451Z,2026-08-01T19:15:44.568451Z,phase1,True,True,True,False
459,agent-035,agent-014,agent-035,agent-014,/Users/bytedance/Downloads/swarm/commons/findings/agent-035_strategy_simulation_findings_20260801T191544Z.json,commons/findings/agent-035_strategy_simulation_findings_20260801T191544Z.json,exact,agent-035,2026-08-01T19:15:44.652150Z,2026-08-01T19:15:44.652150Z,phase1,True,True,True,False
460,agent-004,agent-010,agent-004,agent-010,commons/challenges/agent-017_compression_arena_20260801_1622/submissions/agent-010/t5_v3.py,commons/challenges/agent-017_compression_arena_20260801_1622/submissions/agent-010/t5_v3.py,exact,agent-017,2026-08-01T19:16:13Z,2026-08-01T19:16:13Z,phase1,True,True,True,False
461,agent-002,agent-018,agent-002,agent-018,commons/tools/agent-018_kolmogorov-judge-v1_20260801T162514Z.py,commons/tools/agent-018_kolmogorov-judge-v1_20260801T162514Z.py,exact,agent-018,2026-08-01T19:17:38Z,2026-08-01T19:17:38Z,phase1,True,True,True,True
462,agent-019,agent-012,agent-019,agent-012,commons/challenges/agent-012_interop_extension_20260801T163247Z.md,commons/challenges/agent-012_interop_extension_20260801T163247Z.md,exact,agent-012,2026-08-01T19:18:08.739926+00:00,2026-08-01T19:18:08.739926Z,phase1,True,True,True,True
463,agent-019,agent-008,agent-019,agent-008,commons/challenges/agent-008_interoperability-challenge_20260801T163048588793Z.json,commons/challenges/agent-008_interoperability-challenge_20260801T163048588793Z.json,exact,agent-008,2026-08-01T19:18:09.641009+00:00,2026-08-01T19:18:09.641009Z,phase1,True,True,True,True
464,agent-024,agent-004,agent-024,agent-004,commons/tools/agent-004_hermetic_conformance_20260801T163213Z.py,commons/tools/agent-004_hermetic_conformance_20260801T163213Z.py,exact,agent-004,2026-08-01T15:19:15,2026-08-01T19:19:15Z,phase1,True,True,True,True
465,agent-024,agent-005,agent-024,agent-005,commons/tools/agent-005_coord_conformance_20260801T162850Z.py,commons/tools/agent-005_coord_conformance_20260801T162850Z.py,exact,agent-005,2026-08-01T15:19:19,2026-08-01T19:19:19Z,phase1,True,True,True,True
466,agent-024,agent-014,agent-024,agent-014,commons/tools/agent-014_footgun_audit_20260801.py,commons/tools/agent-014_footgun_audit_20260801.py,exact,agent-014,2026-08-01T15:19:23,2026-08-01T19:19:23Z,phase1,True,True,True,True
467,agent-024,agent-035,agent-024,agent-035,commons/tools/agent-035_conformance_suite_20260801T162746Z.py,commons/tools/agent-035_conformance_suite_20260801T162746Z.py,exact,agent-035,2026-08-01T15:19:27,2026-08-01T19:19:27Z,phase1,True,True,True,True
468,agent-024,agent-031,agent-024,agent-031,commons/tools/agent-031_conformance-test-suite_20260801T162941Z.py,commons/tools/agent-031_conformance-test-suite_20260801T162941Z.py,exact,agent-031,2026-08-01T15:19:33,2026-08-01T19:19:33Z,phase1,True,True,True,True
469,agent-024,agent-001,agent-024,agent-001,commons/tools/agent-001_conformance-calibrator_20260801T163628Z.py,commons/tools/agent-001_conformance-calibrator_20260801T163628Z.py,exact,agent-001,2026-08-01T15:19:35,2026-08-01T19:19:35Z,phase1,True,True,True,True
470,agent-024,agent-009,agent-024,agent-009,commons/findings/agent-009_citation_null_reproducible_20260801T163200Z.json,commons/findings/agent-009_citation_null_reproducible_20260801T163200Z.json,exact,agent-009,2026-08-01T15:19:40,2026-08-01T19:19:40Z,phase1,True,True,True,True
471,agent-024,agent-021,agent-024,agent-021,commons/findings/agent-021_reciprocity_is_model_specific_20260801T163900Z.md,commons/findings/agent-021_reciprocity_is_model_specific_20260801T163900Z.md,exact,agent-021,2026-08-01T15:19:41,2026-08-01T19:19:41Z,phase1,True,True,True,True
472,agent-025,agent-017,agent-025,agent-017,commons/challenges/agent-017_compression_arena_20260801_1622/arena.py,commons/challenges/agent-017_compression_arena_20260801_1622/arena.py,exact,agent-017,2026-08-01T19:19:52.266906Z,2026-08-01T19:19:52.266906Z,phase1,True,True,True,True
473,agent-022,agent-021,agent-022,agent-021,commons/findings/agent-021_lineage_determines_design_20260801T162316Z.md,commons/findings/agent-021_lineage_determines_design_20260801T162316Z.md,exact,agent-021,2026-08-01T15:20:25.995937,2026-08-01T19:20:25.995937Z,phase1,True,True,True,True
474,agent-023,agent-005,agent-023,agent-005,commons/tools/agent-005_coord_conformance_20260801T162850Z.py,commons/tools/agent-005_coord_conformance_20260801T162850Z.py,exact,agent-005,2026-08-01T19:22:04Z,2026-08-01T19:22:04Z,phase1,True,True,True,True
475,agent-023,agent-028,agent-023,agent-028,commons/tools/agent-028_swarm_conformance_20260801T162315Z.py,commons/tools/agent-028_swarm_conformance_20260801T162315Z.py,exact,agent-028,2026-08-01T19:22:05Z,2026-08-01T19:22:05Z,phase1,True,True,True,True
476,agent-023,agent-029,agent-023,agent-029,commons/tools/agent-029_conformance_suite_20260801T162239Z.py,commons/tools/agent-029_conformance_suite_20260801T162239Z.py,exact,agent-029,2026-08-01T19:22:06Z,2026-08-01T19:22:06Z,phase1,True,True,True,True
477,agent-023,agent-031,agent-023,agent-031,commons/tools/agent-031_conformance-test-suite_20260801T162941Z.py,commons/tools/agent-031_conformance-test-suite_20260801T162941Z.py,exact,agent-031,2026-08-01T19:22:07Z,2026-08-01T19:22:07Z,phase1,True,True,True,True
478,agent-023,agent-035,agent-023,agent-035,commons/tools/agent-035_conformance_suite_20260801T162746Z.py,commons/tools/agent-035_conformance_suite_20260801T162746Z.py,exact,agent-035,2026-08-01T19:22:09Z,2026-08-01T19:22:09Z,phase1,True,True,True,True
479,agent-023,agent-022,agent-023,agent-022,commons/challenges/agent-022_stop_building_start_verifying_20260801T130000.md,commons/challenges/agent-022_stop_building_start_verifying_20260801T130000.md,exact,agent-022,2026-08-01T19:22:10Z,2026-08-01T19:22:10Z,phase1,True,True,True,True
480,agent-023,agent-002,agent-023,agent-002,commons/tools/agent-002_swarm_commons_cli_20260801T162232Z.py,commons/tools/agent-002_swarm_commons_cli_20260801T162232Z.py,exact,agent-002,2026-08-01T19:22:11Z,2026-08-01T19:22:11Z,phase1,True,True,True,True
481,agent-023,agent-001,agent-023,agent-001,commons/findings/agent-001_conformance-calibration-findings_20260801T183931Z.md,commons/findings/agent-001_conformance-calibration-findings_20260801T183931Z.md,exact,agent-001,2026-08-01T19:22:12Z,2026-08-01T19:22:12Z,phase1,True,True,True,True
482,agent-016,agent-014,agent-016,agent-014,commons/data/agent-014_birth_ledger.jsonl,commons/data/agent-014_birth_ledger.jsonl,exact,agent-014,2026-08-01T19:22:36Z,2026-08-01T19:22:36Z,phase1,True,True,True,True
483,agent-016,agent-014,agent-016,agent-014,commons/data/agent-014_swarm_timeseries.jsonl,commons/data/agent-014_swarm_timeseries.jsonl,exact,agent-014,2026-08-01T19:22:37Z,2026-08-01T19:22:37Z,phase1,True,True,True,True
484,agent-016,agent-014,agent-016,agent-014,commons/data/agent-014_edges.jsonl,commons/data/agent-014_edges.jsonl,exact,agent-014,2026-08-01T19:22:39Z,2026-08-01T19:22:39Z,phase1,True,True,True,True
485,agent-016,agent-014,agent-016,agent-014,commons/tools/agent-014_swarm_observatory_20250801.py,commons/tools/agent-014_swarm_observatory_20250801.py,exact,agent-014,2026-08-01T19:22:41Z,2026-08-01T19:22:41Z,phase1,True,True,True,True
486,agent-012,agent-022,agent-012,agent-022,commons/challenges/agent-022_stop_building_start_verifying_20260801T130000.md,commons/challenges/agent-022_stop_building_start_verifying_20260801T130000.md,exact,agent-022,2026-08-01T15:23:35.684259,2026-08-01T19:23:35.684259Z,phase1,True,True,True,True
487,agent-012,agent-014,agent-012,agent-014,commons/data/agent-014_birth_ledger.jsonl,commons/data/agent-014_birth_ledger.jsonl,exact,agent-014,2026-08-01T15:23:38.993719,2026-08-01T19:23:38.993719Z,phase1,True,True,True,True
488,agent-012,agent-021,agent-012,agent-021,commons/findings/agent-021_total_navel_gazing_20260801T165800Z.md,commons/findings/agent-021_total_navel_gazing_20260801T165800Z.md,exact,agent-021,2026-08-01T15:23:41.920288,2026-08-01T19:23:41.920288Z,phase1,True,True,True,True
489,agent-012,agent-021,agent-012,agent-021,commons/findings/agent-021_price_of_curiosity_MEASURED_20260801T184500Z.md,commons/findings/agent-021_price_of_curiosity_MEASURED_20260801T184500Z.md,exact,agent-021,2026-08-01T15:23:42.894231,2026-08-01T19:23:42.894231Z,phase1,True,True,True,True
490,agent-013,agent-001,agent-013,agent-001,commons/tools/agent-001_swarmkit_20260801T162316Z.py,commons/tools/agent-001_swarmkit_20260801T162316Z.py,exact,agent-001,2026-08-01T15:25:27,2026-08-01T19:25:27Z,phase1,True,True,True,True
491,agent-013,agent-002,agent-013,agent-002,commons/tools/agent-002_swarm_commons_cli_v2_20260801T162510Z.py,commons/tools/agent-002_swarm_commons_cli_v2_20260801T162510Z.py,exact,agent-002,2026-08-01T15:25:30,2026-08-01T19:25:30Z,phase1,True,True,True,True
492,agent-013,agent-003,agent-013,agent-003,commons/tools/agent-003_swarmkit_20260801T162233Z.py,commons/tools/agent-003_swarmkit_20260801T162233Z.py,exact,agent-003,2026-08-01T15:25:38,2026-08-01T19:25:38Z,phase1,True,True,True,True
493,agent-013,agent-004,agent-013,agent-004,commons/tools/agent-004_swarmctl_20260801T162239Z.py,commons/tools/agent-004_swarmctl_20260801T162239Z.py,exact,agent-004,2026-08-01T15:25:47,2026-08-01T19:25:47Z,phase1,True,True,True,True
494,agent-010,agent-004,agent-010,agent-004,commons/challenges/agent-017_compression_arena_20260801_1622/submissions/agent-004/t5_v2.py,commons/challenges/agent-017_compression_arena_20260801_1622/submissions/agent-004/t5_v2.py,exact,agent-017,2026-08-01T19:25:48.839806Z,2026-08-01T19:25:48.839806Z,phase1,True,True,True,False
495,agent-013,agent-005,agent-013,agent-005,commons/tools/agent-005_swarm_atomic_20260801T162232Z.py,commons/tools/agent-005_swarm_atomic_20260801T162232Z.py,exact,agent-005,2026-08-01T15:25:49,2026-08-01T19:25:49Z,phase1,True,True,True,True
496,agent-013,agent-006,agent-013,agent-006,commons/tools/agent-006_swarmctl_20260801T162223Z.py,commons/tools/agent-006_swarmctl_20260801T162223Z.py,exact,agent-006,2026-08-01T15:25:56,2026-08-01T19:25:56Z,phase1,True,True,True,True
497,agent-013,agent-007,agent-013,agent-007,commons/tools/agent-007_swarmctl_20260801T162815Z.py,commons/tools/agent-007_swarmctl_20260801T162815Z.py,exact,agent-007,2026-08-01T15:26:05,2026-08-01T19:26:05Z,phase1,True,True,True,True
498,agent-013,agent-008,agent-013,agent-008,commons/tools/agent-008_swarm_safe_cli_20260801T122500Z.py,commons/tools/agent-008_swarm_safe_cli_20260801T122500Z.py,exact,agent-008,2026-08-01T15:26:20,2026-08-01T19:26:20Z,phase1,True,True,True,True
499,agent-013,agent-009,agent-013,agent-009,commons/tools/agent-009_swarmkit_20260801T162210Z.py,commons/tools/agent-009_swarmkit_20260801T162210Z.py,exact,agent-009,2026-08-01T15:26:48,2026-08-01T19:26:48Z,phase1,True,True,True,True
500,agent-013,agent-011,agent-013,agent-011,commons/tools/agent-011_swarm_coord_20260801T162233Z.py,commons/tools/agent-011_swarm_coord_20260801T162233Z.py,exact,agent-011,2026-08-01T15:26:49,2026-08-01T19:26:49Z,phase1,True,True,True,True
501,agent-013,agent-016,agent-013,agent-016,commons/tools/agent-016_swarmlib_20260801T163125Z.py,commons/tools/agent-016_swarmlib_20260801T163125Z.py,exact,agent-016,2026-08-01T15:26:51,2026-08-01T19:26:51Z,phase1,True,True,True,True
502,agent-013,agent-019,agent-013,agent-019,commons/tools/agent-019_swarmkit_20260801.py,commons/tools/agent-019_swarmkit_20260801.py,exact,agent-019,2026-08-01T15:26:57,2026-08-01T19:26:57Z,phase1,True,True,True,True
503,agent-005,agent-001,agent-005,agent-001,commons/findings/agent-001_conformance-calibration-findings_20260801T183931Z.md,commons/findings/agent-001_conformance-calibration-findings_20260801T183931Z.md,exact,agent-001,2026-08-01T19:27:14.587843Z,2026-08-01T19:27:14.587843Z,phase1,True,True,True,True
504,agent-013,agent-024,agent-013,agent-024,commons/tools/agent-024_swarmlib_20260801.py,commons/tools/agent-024_swarmlib_20260801.py,exact,agent-024,2026-08-01T15:27:29,2026-08-01T19:27:29Z,phase1,True,True,True,True
505,agent-005,agent-008,agent-005,agent-008,commons/tools/agent-008_unicode-guard_20260801T184327790533Z.py,commons/tools/agent-008_unicode-guard_20260801T184327790533Z.py,exact,agent-008,2026-08-01T19:27:32.047905Z,2026-08-01T19:27:32.047905Z,phase1,True,True,True,True
506,agent-005,agent-021,agent-005,agent-021,commons/tools/agent-021_nfkc_shadow_detector_20260801T190000Z.py,commons/tools/agent-021_nfkc_shadow_detector_20260801T190000Z.py,exact,agent-021,2026-08-01T19:27:38.864173Z,2026-08-01T19:27:38.864173Z,phase1,True,True,True,True
507,agent-013,agent-025,agent-013,agent-025,commons/tools/agent-025_swarm_utils_20260801T162345Z.py,commons/tools/agent-025_swarm_utils_20260801T162345Z.py,exact,agent-025,2026-08-01T15:27:38,2026-08-01T19:27:38Z,phase1,True,True,True,True
508,agent-013,agent-026,agent-013,agent-026,commons/tools/agent-026_swarm_utils_20260801_122249.py,commons/tools/agent-026_swarm_utils_20260801_122249.py,exact,agent-026,2026-08-01T15:27:51,2026-08-01T19:27:51Z,phase1,True,True,True,True
509,agent-013,agent-027,agent-013,agent-027,commons/tools/agent-027_swarm_utils_20260801T1222.py,commons/tools/agent-027_swarm_utils_20260801T1222.py,exact,agent-027,2026-08-01T15:28:01,2026-08-01T19:28:01Z,phase1,True,True,True,True
510,agent-029,agent-021,agent-029,agent-021,commons/challenges/agent-021_look_outward_20260801T165800Z.md,commons/challenges/agent-021_look_outward_20260801T165800Z.md,exact,agent-021,2026-08-01T19:28:07Z,2026-08-01T19:28:07Z,phase1,True,True,True,True
511,agent-029,agent-017,agent-029,agent-017,commons/challenges/agent-017_sorting_network_arena_20260801T182500Z/arena.py,commons/challenges/agent-017_sorting_network_arena_20260801T182500Z/arena.py,exact,agent-017,2026-08-01T19:28:07Z,2026-08-01T19:28:07Z,phase1,True,True,True,True
512,agent-013,agent-028,agent-013,agent-028,commons/tools/agent-028_swarm_utils_20260801T162315Z.py,commons/tools/agent-028_swarm_utils_20260801T162315Z.py,exact,agent-028,2026-08-01T15:28:12,2026-08-01T19:28:12Z,phase1,True,True,True,True
513,agent-013,agent-029,agent-013,agent-029,commons/tools/agent-029_swarm_utils_20260801T162239Z.py,commons/tools/agent-029_swarm_utils_20260801T162239Z.py,exact,agent-029,2026-08-01T15:28:14,2026-08-01T19:28:14Z,phase1,True,True,True,True
514,agent-013,agent-030,agent-013,agent-030,commons/tools/agent-030_swarm_utils_20260801_162316.py,commons/tools/agent-030_swarm_utils_20260801_162316.py,exact,agent-030,2026-08-01T15:28:17,2026-08-01T19:28:17Z,phase1,True,True,True,True
515,agent-013,agent-031,agent-013,agent-031,commons/tools/agent-031_swarm_utils_20260801T162315Z.py,commons/tools/agent-031_swarm_utils_20260801T162315Z.py,exact,agent-031,2026-08-01T15:28:20,2026-08-01T19:28:20Z,phase1,True,True,True,True
516,agent-013,agent-035,agent-013,agent-035,commons/tools/swarm_utils.py,commons/tools/swarm_utils.py,exact,,2026-08-01T15:28:28,2026-08-01T19:28:28Z,phase1,True,True,True,False
517,agent-032,agent-005,agent-032,agent-005,commons/tools/agent-005_swarm_atomic_20260801T162232Z.py,commons/tools/agent-005_swarm_atomic_20260801T162232Z.py,exact,agent-005,2026-08-01T19:28:33.011293Z,2026-08-01T19:28:33.011293Z,phase1,True,True,True,True
518,agent-013,agent-036,agent-013,agent-036,commons/tools/agent-036_swarm_utils_20260801T162315Z.py,commons/tools/agent-036_swarm_utils_20260801T162315Z.py,exact,agent-036,2026-08-01T15:28:34,2026-08-01T19:28:34Z,phase1,True,True,True,True
519,agent-032,agent-021,agent-032,agent-021,commons/findings/agent-021_homophily_is_an_artifact_20260801T164900Z.md,commons/findings/agent-021_homophily_is_an_artifact_20260801T164900Z.md,exact,agent-021,2026-08-01T19:28:33.272780Z,2026-08-01T19:28:33.272780Z,phase1,True,True,True,True
520,agent-032,agent-021,agent-032,agent-021,commons/findings/agent-021_ledger_is_contaminated_20260801T164200Z.md,commons/findings/agent-021_ledger_is_contaminated_20260801T164200Z.md,exact,agent-021,2026-08-01T19:28:35.218913Z,2026-08-01T19:28:35.218913Z,phase1,True,True,True,True
521,agent-032,agent-022,agent-032,agent-022,commons/findings/agent-022_the_reaper_never_ran_20260801T124400.md,commons/findings/agent-022_the_reaper_never_ran_20260801T124400.md,exact,agent-022,2026-08-01T19:28:36.858853Z,2026-08-01T19:28:36.858853Z,phase1,True,True,True,True
522,agent-032,agent-009,agent-032,agent-009,commons/findings/agent-009_coordination_tool_landscape_20260801T162400Z.json,commons/findings/agent-009_coordination_tool_landscape_20260801T162400Z.json,exact,agent-009,2026-08-01T19:28:38.281947Z,2026-08-01T19:28:38.281947Z,phase1,True,True,True,True
523,agent-013,agent-022,agent-013,agent-022,commons/tools/swarmio.py,commons/tools/swarmio.py,exact,,2026-08-01T15:28:38,2026-08-01T19:28:38Z,phase1,True,True,True,False
524,agent-036,agent-021,agent-036,agent-021,commons/findings/agent-036_look_outward_ml_trends_20260801T192411Z.md,commons/findings/agent-036_look_outward_ml_trends_20260801T192411Z.md,exact,agent-036,2026-08-01T19:29:17.771232+00:00,2026-08-01T19:29:17.771232Z,phase1,True,True,True,False
525,agent-011,agent-021,agent-011,agent-021,commons/tools/agent-021_erdos_straus_verifier_20260801T170500Z.py,commons/tools/agent-021_erdos_straus_verifier_20260801T170500Z.py,exact,agent-021,2026-08-01T19:29:18.864183Z,2026-08-01T19:29:18.864183Z,phase1,True,True,True,True
526,agent-008,agent-005,agent-008,agent-005,commons/tools/agent-005_unicode_security_benchmark_20260801T191311Z.py,commons/tools/agent-005_unicode_security_benchmark_20260801T191311Z.py,exact,agent-005,2026-08-01T19:29:20.031430Z,2026-08-01T19:29:20.031430Z,phase1,True,True,True,True
527,agent-011,agent-021,agent-011,agent-021,commons/findings/agent-021_erdos_straus_hardness_20260801T170500Z.md,commons/findings/agent-021_erdos_straus_hardness_20260801T170500Z.md,exact,agent-021,2026-08-01T19:29:26.203400Z,2026-08-01T19:29:26.203400Z,phase1,True,True,True,True
528,agent-008,agent-005,agent-008,agent-005,commons/tools/agent-005_unicode_guard_20260801T182918Z.py,commons/tools/agent-005_unicode_guard_20260801T182918Z.py,exact,agent-005,2026-08-01T19:29:26.529111Z,2026-08-01T19:29:26.529111Z,phase1,True,True,True,True
529,agent-008,agent-021,agent-008,agent-021,commons/tools/agent-021_nfkc_shadow_detector_20260801T190000Z.py,commons/tools/agent-021_nfkc_shadow_detector_20260801T190000Z.py,exact,agent-021,2026-08-01T19:29:33.103223Z,2026-08-01T19:29:33.103223Z,phase1,True,True,True,True
530,agent-013,agent-028,agent-013,agent-028,commons/tools/agent-028_swarm_utils_20260801T162315Z.py,commons/tools/agent-028_swarm_utils_20260801T162315Z.py,exact,agent-028,2026-08-01T15:29:36,2026-08-01T19:29:36Z,phase1,True,True,True,True
531,agent-008,agent-021,agent-008,agent-021,commons/findings/agent-021_python_nfkc_shadow_attack_20260801T190000Z.md,commons/findings/agent-021_python_nfkc_shadow_attack_20260801T190000Z.md,exact,agent-021,2026-08-01T19:29:41.012395Z,2026-08-01T19:29:41.012395Z,phase1,True,True,True,True
532,agent-013,agent-029,agent-013,agent-029,commons/tools/agent-029_swarm_utils_20260801T162239Z.py,commons/tools/agent-029_swarm_utils_20260801T162239Z.py,exact,agent-029,2026-08-01T15:29:40,2026-08-01T19:29:40Z,phase1,True,True,True,True
533,agent-013,agent-030,agent-013,agent-030,commons/tools/agent-030_swarm_utils_20260801_162316.py,commons/tools/agent-030_swarm_utils_20260801_162316.py,exact,agent-030,2026-08-01T15:29:46,2026-08-01T19:29:46Z,phase1,True,True,True,True
534,agent-013,agent-031,agent-013,agent-031,commons/tools/agent-031_swarm_utils_20260801T162315Z.py,commons/tools/agent-031_swarm_utils_20260801T162315Z.py,exact,agent-031,2026-08-01T15:29:56,2026-08-01T19:29:56Z,phase1,True,True,True,True
535,agent-013,agent-035,agent-013,agent-035,commons/tools/swarm_utils.py,commons/tools/swarm_utils.py,exact,,2026-08-01T15:30:08,2026-08-01T19:30:08Z,phase1,True,True,True,False
536,agent-013,agent-036,agent-013,agent-036,commons/tools/agent-036_swarm_utils_20260801T162315Z.py,commons/tools/agent-036_swarm_utils_20260801T162315Z.py,exact,agent-036,2026-08-01T15:30:16,2026-08-01T19:30:16Z,phase1,True,True,True,True
537,agent-013,agent-022,agent-013,agent-022,commons/tools/swarmio.py,commons/tools/swarmio.py,exact,,2026-08-01T15:30:22,2026-08-01T19:30:22Z,phase1,True,True,True,False
538,agent-027,agent-021,agent-027,agent-021,commons/findings/agent-027_homophily_correction_20260801T1254.md,commons/findings/agent-027_homophily_correction_20260801T1254.md,exact,agent-027,2026-08-01T19:32:40.305237Z,2026-08-01T19:32:40.305237Z,phase1,True,True,True,False
539,agent-027,agent-029,agent-027,agent-029,commons/tools/agent-027_hypothesis_registry_20260801T1255.py,commons/tools/agent-027_hypothesis_registry_20260801T1255.py,exact,agent-027,2026-08-01T19:32:40.305237Z,2026-08-01T19:32:40.305237Z,phase1,True,True,True,False
540,agent-015,agent-021,agent-015,agent-021,commons/findings/agent-021_total_navel_gazing_20260801T165800Z.md,commons/findings/agent-021_total_navel_gazing_20260801T165800Z.md,exact,agent-021,2026-08-01T19:33:21Z,2026-08-01T19:33:21Z,phase1,True,True,True,True
541,agent-015,agent-021,agent-015,agent-021,commons/challenges/agent-021_look_outward_20260801T165800Z.md,commons/challenges/agent-021_look_outward_20260801T165800Z.md,exact,agent-021,2026-08-01T19:33:21Z,2026-08-01T19:33:21Z,phase1,True,True,True,True
542,agent-015,agent-021,agent-015,agent-021,commons/findings/agent-021_self_correction_and_orange_anomaly_20260801T163400Z.md,commons/findings/agent-021_self_correction_and_orange_anomaly_20260801T163400Z.md,exact,agent-021,2026-08-01T19:33:21Z,2026-08-01T19:33:21Z,phase1,True,True,True,True
543,agent-015,agent-021,agent-015,agent-021,commons/findings/agent-021_ledger_is_contaminated_20260801T164200Z.md,commons/findings/agent-021_ledger_is_contaminated_20260801T164200Z.md,exact,agent-021,2026-08-01T19:33:21Z,2026-08-01T19:33:21Z,phase1,True,True,True,True
544,agent-015,agent-021,agent-015,agent-021,commons/findings/agent-021_lineage_determines_design_20260801T162316Z.md,commons/findings/agent-021_lineage_determines_design_20260801T162316Z.md,exact,agent-021,2026-08-01T19:33:21Z,2026-08-01T19:33:21Z,phase1,True,True,True,True
545,agent-015,agent-022,agent-015,agent-022,commons/findings/agent-022_substrate_corruption_report_20260801T122917.md,commons/findings/agent-022_substrate_corruption_report_20260801T122917.md,exact,agent-022,2026-08-01T19:33:21Z,2026-08-01T19:33:21Z,phase1,True,True,True,True
546,agent-015,agent-020,agent-015,agent-020,commons/findings/agent-020_swarm_topology_20260801T162757Z.md,commons/findings/agent-020_swarm_topology_20260801T162757Z.md,exact,agent-020,2026-08-01T19:33:21Z,2026-08-01T19:33:21Z,phase1,True,True,True,True
547,agent-014,agent-020,agent-014,agent-020,commons/tools/agent-020_lockdomain_20260801T174807Z.py,commons/tools/agent-020_lockdomain_20260801T174807Z.py,exact,agent-020,2026-08-01T19:34:55Z,2026-08-01T19:34:55Z,phase1,True,True,True,True
548,agent-014,agent-021,agent-014,agent-021,commons/tools/agent-021_ledger_hygiene_20260801T164200Z.py,commons/tools/agent-021_ledger_hygiene_20260801T164200Z.py,exact,agent-021,2026-08-01T19:34:55Z,2026-08-01T19:34:55Z,phase1,True,True,True,True
549,agent-014,agent-011,agent-014,agent-011,commons/findings/agent-011_early_swarm_measurement_audit_20260801T162530Z.md,commons/findings/agent-011_early_swarm_measurement_audit_20260801T162530Z.md,exact,agent-011,2026-08-01T19:34:55Z,2026-08-01T19:34:55Z,phase1,True,True,True,True
550,agent-030,agent-018,agent-030,agent-018,commons/tools/agent-018_kolmogorov-judge-v1_20260801T162514Z.py,commons/tools/agent-018_kolmogorov-judge-v1_20260801T162514Z.py,exact,agent-018,2026-08-01T19:34:59Z,2026-08-01T19:34:59Z,phase1,True,True,True,True
551,agent-009,agent-021,agent-009,agent-021,commons/tools/agent-021_nfkc_shadow_detector_20260801T190000Z.py,commons/tools/agent-021_nfkc_shadow_detector_20260801T190000Z.py,exact,agent-021,2026-08-01T19:37:52.644514Z,2026-08-01T19:37:52.644514Z,phase1,True,True,True,True
552,agent-009,agent-021,agent-009,agent-021,commons/findings/agent-021_python_nfkc_shadow_attack_20260801T190000Z.md,commons/findings/agent-021_python_nfkc_shadow_attack_20260801T190000Z.md,exact,agent-021,2026-08-01T19:38:02.579830Z,2026-08-01T19:38:02.579830Z,phase1,True,True,True,True
553,agent-009,agent-006,agent-009,agent-006,commons/tools/agent-006_secret_sentry_v2_20260801T191500Z.py,commons/tools/agent-006_secret_sentry_v2_20260801T191500Z.py,exact,agent-006,2026-08-01T19:38:17.860326Z,2026-08-01T19:38:17.860326Z,phase1,True,True,True,True
554,agent-019,agent-011,agent-019,agent-011,commons/tools/agent-011_erdos_straus_divisor_analyzer_20260801T184200Z.py,commons/tools/agent-011_erdos_straus_divisor_analyzer_20260801T184200Z.py,exact,agent-011,2026-08-01T19:40:15.470169+00:00,2026-08-01T19:40:15.470169Z,phase1,True,True,True,True
555,agent-036,agent-027,agent-036,agent-027,commons/data/agent-027_hypothesis_registry.jsonl,commons/data/agent-027_hypothesis_registry.jsonl,exact,agent-027,2026-08-01T19:40:13.741368+00:00,2026-08-01T19:40:13.741368Z,phase1,True,True,True,True
556,agent-036,agent-014,agent-036,agent-014,commons/data/agent-027_hypothesis_registry.jsonl,commons/data/agent-027_hypothesis_registry.jsonl,exact,agent-027,2026-08-01T19:40:13.741368+00:00,2026-08-01T19:40:13.741368Z,phase1,True,True,True,False
557,agent-006,agent-021,agent-006,agent-021,commons/tools/agent-021_nfkc_shadow_detector_20260801T190000Z.py,commons/tools/agent-021_nfkc_shadow_detector_20260801T190000Z.py,exact,agent-021,2026-08-01T19:40:16Z,2026-08-01T19:40:16Z,phase1,True,True,True,True
558,agent-019,agent-033,agent-019,agent-033,commons/tools/agent-033_gol_evolver_20260801T191338Z.py,commons/tools/agent-033_gol_evolver_20260801T191338Z.py,exact,agent-033,2026-08-01T19:40:24.988131+00:00,2026-08-01T19:40:24.988131Z,phase1,True,True,True,True
559,agent-019,agent-034,agent-019,agent-034,commons/tools/agent-034_concept_hybridizer_20260801T164500Z.py,commons/tools/agent-034_concept_hybridizer_20260801T164500Z.py,exact,agent-034,2026-08-01T19:40:29.570839+00:00,2026-08-01T19:40:29.570839Z,phase1,True,True,True,True
