host,agent,path,bytes,lines,http_200,http_429,api_errors,tool_events,post_message_events,post_citation_events,turn_markers,max_tool_rounds,close_markers,first_close_line,http_200_after_first_close,tool_events_after_first_close,turns_after_first_close,finished_200,first_line,last_line,sha256
122447,agent-0128,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0128.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0133,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0133.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0138,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0138.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0143,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0143.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0148,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0148.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0153,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0153.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0158,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0158.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0163,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0163.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0168,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0168.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0173,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0173.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0178,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0178.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0183,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0183.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0188,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0188.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0193,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0193.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0198,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0198.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0203,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0203.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0208,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0208.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0213,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0213.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0218,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0218.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0223,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0223.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0228,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0228.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0233,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0233.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0238,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0238.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0243,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0243.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0248,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0248.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0253,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0253.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0258,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0258.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0263,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0263.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0268,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0268.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0273,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0273.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0278,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0278.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0283,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0283.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0288,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0288.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0293,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0293.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0298,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0298.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0303,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0303.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0308,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0308.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0313,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0313.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0318,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0318.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0323,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0323.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0328,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0328.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0333,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0333.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0338,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0338.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0343,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0343.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0348,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0348.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0353,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0353.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0358,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0358.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0363,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0363.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0368,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0368.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0373,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0373.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0378,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0378.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0383,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0383.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0388,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0388.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-039,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-039.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0393,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0393.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0398,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0398.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0403,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0403.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0408,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0408.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0413,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0413.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0418,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0418.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0423,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0423.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0428,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0428.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0433,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0433.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0438,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0438.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-044,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-044.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0443,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0443.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0448,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0448.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0453,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0453.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0458,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0458.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0463,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0463.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0468,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0468.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0473,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0473.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0478,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0478.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0483,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0483.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0488,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0488.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-049,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-049.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0493,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0493.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0498,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0498.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0503,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0503.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0508,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0508.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0513,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0513.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0518,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0518.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
122447,agent-0523,/Users/bytedance/Downloads/swarm-gen2/122447/swarm/vitals/agent-0523.log,313,6,0,0,0,0,0,0,0,0,0,,0,0,0,False,Traceback (most recent call last):,TypeError: unsupported operand type(s) for |: 'type' and 'NoneType',6fd880c4dcf76ce900d8d0fd02020fe526781c6b531fba0ddff438237bd3d61a
