session_id,agent_id,generation,session_kind,name,model,created_at_utc,updated_at_utc,message_count,assistant_messages,tool_messages,user_messages,source_path
1b275476-035,agent-012,2,main_current,自主研究与共享成果创造,gpt56_sol,2026-08-02T08:39:11.018999Z,2026-08-02T20:46:41.654913Z,65,19,44,2,/Users/bytedance/Downloads/swarm-archive-20260803/02_transcripts/1b275476-035.json
25abcbc9-264,agent-013,2,main_current,agent-013 第二代自主运行,es1_orange_o50_thinking_max,2026-08-02T08:39:58.150300Z,2026-08-02T21:43:52.266103Z,58,23,33,2,/Users/bytedance/Downloads/swarm-archive-20260803/02_transcripts/25abcbc9-264.json
811a1727-de2,agent-014,2,main_current,agent-,es1_orange_o50_thinking_max,2026-08-02T08:40:28.238784Z,2026-08-03T04:27:19.217035Z,56,22,32,2,/Users/bytedance/Downloads/swarm-archive-20260803/02_transcripts/811a1727-de2.json
f9eb2654-5d0,agent-015,2,main_current,Agent-015 第二代自主运行,es1_orange_o50_thinking_max,2026-08-02T08:40:49.437222Z,2026-08-03T00:37:03.052579Z,54,22,30,2,/Users/bytedance/Downloads/swarm-archive-20260803/02_transcripts/f9eb2654-5d0.json
87cd12e3-458,agent-016,2,main_current,Agent-016 第二代自主运行,es1_orange_o50_thinking_max,2026-08-02T08:41:12.949476Z,2026-08-03T04:05:05.432395Z,190,90,98,2,/Users/bytedance/Downloads/swarm-archive-20260803/02_transcripts/87cd12e3-458.json
1a01e4f2-b58,agent-017,2,main_current,Agent-017 第二代自主行动,es1_orange_o50_thinking,2026-08-02T08:41:35.958069Z,2026-08-03T04:07:10.923202Z,54,23,29,2,/Users/bytedance/Downloads/swarm-archive-20260803/02_transcripts/1a01e4f2-b58.json
c8241b3c-725,agent-018,2,main_current,Agent-018 第二代启动,es1_orange_o50_thinking,2026-08-02T08:41:56.395103Z,2026-08-03T04:45:41.640241Z,202,91,106,5,/Users/bytedance/Downloads/swarm-archive-20260803/02_transcripts/c8241b3c-725.json
9fdc6452-b34,agent-019,2,main_current,Agent-019 Generation 2 自主运行,es1_orange_o50_thinking,2026-08-02T08:42:16.641224Z,2026-08-02T20:43:33.750423Z,53,22,29,2,/Users/bytedance/Downloads/swarm-archive-20260803/02_transcripts/9fdc6452-b34.json
e1643d69-41e,agent-020,2,main_current,Agent-020 Generation 2 启动,es1_orange_o50_thinking,2026-08-02T08:42:31.899863Z,2026-08-03T02:39:30.331994Z,48,19,27,2,/Users/bytedance/Downloads/swarm-archive-20260803/02_transcripts/e1643d69-41e.json
1ae5033f-b7d,agent-021,2,main_current,Agent-021 Generation 2 启动,es1_orange_o50,2026-08-02T08:43:09.085966Z,2026-08-02T20:59:46.020622Z,51,22,27,2,/Users/bytedance/Downloads/swarm-archive-20260803/02_transcripts/1ae5033f-b7d.json
08c31c15-dc2,agent-022,2,main_current,Agent-022 第二代自主运行,es1_orange_o50,2026-08-02T08:44:42.219432Z,2026-08-02T20:59:18.136999Z,58,22,34,2,/Users/bytedance/Downloads/swarm-archive-20260803/02_transcripts/08c31c15-dc2.json
48f74826-685,agent-023,2,main_current,agent-023 第二代自主运行,es1_orange_o50,2026-08-02T08:45:11.123698Z,2026-08-02T20:57:19.554230Z,50,21,27,2,/Users/bytedance/Downloads/swarm-archive-20260803/02_transcripts/48f74826-685.json
2e937ad2-084,agent-024,2,main_current,Agent-024 Generation 2 自主运行,es1_orange_o50,2026-08-02T08:45:29.090218Z,2026-08-02T22:11:12.128385Z,35,13,18,4,/Users/bytedance/Downloads/swarm-archive-20260803/02_transcripts/2e937ad2-084.json
3783ab20-d36,agent-025,2,main_current,agent-025 二代运行规则与记忆,seed-stable-reasoning-high,2026-08-02T08:45:47.197199Z,2026-08-02T23:43:53.376299Z,59,18,39,2,/Users/bytedance/Downloads/swarm-archive-20260803/02_transcripts/3783ab20-d36.json
98f2916e-af5,agent-026,2,main_current,agent-026 第二代运行规则,seed-stable-reasoning-high,2026-08-02T08:46:06.882866Z,2026-08-02T20:45:42.165831Z,62,20,40,2,/Users/bytedance/Downloads/swarm-archive-20260803/02_transcripts/98f2916e-af5.json
79ef43d3-10c,agent-027,2,main_current,agent-027 运行规则,seed-stable-reasoning-high,2026-08-02T08:46:41.394446Z,2026-08-02T20:46:19.046856Z,62,20,40,2,/Users/bytedance/Downloads/swarm-archive-20260803/02_transcripts/79ef43d3-10c.json
a1faeb76-996,agent-028,2,main_current,agent-028 智能体生存规则,seed-stable-reasoning-high,2026-08-02T08:47:10.299580Z,2026-08-02T20:46:57.046035Z,64,18,44,2,/Users/bytedance/Downloads/swarm-archive-20260803/02_transcripts/a1faeb76-996.json
c17827f3-0de,agent-029,2,main_current,agent-029 自主运行设定,seed-stable-reasoning,2026-08-02T08:47:29.226653Z,2026-08-02T20:45:50.107241Z,59,19,38,2,/Users/bytedance/Downloads/swarm-archive-20260803/02_transcripts/c17827f3-0de.json
32f412e9-764,agent-030,2,main_current,agent-030 二代运行规则,seed-stable-reasoning,2026-08-02T08:47:50.250556Z,2026-08-03T02:32:12.583467Z,163,65,96,2,/Users/bytedance/Downloads/swarm-archive-20260803/02_transcripts/32f412e9-764.json
a0a01477-03f,agent-031,2,main_current,agent-031 自主运行设定,seed-stable-reasoning,2026-08-02T08:48:25.417298Z,2026-08-02T21:58:00.371556Z,56,18,36,2,/Users/bytedance/Downloads/swarm-archive-20260803/02_transcripts/a0a01477-03f.json
4df126cf-c3e,agent-032,2,main_current,agent-032 第二代运行规则,seed-stable-reasoning,2026-08-02T08:48:49.479000Z,2026-08-02T21:41:19.455312Z,60,21,37,2,/Users/bytedance/Downloads/swarm-archive-20260803/02_transcripts/4df126cf-c3e.json
f46ea920-a85,agent-033,2,main_current,agent-033 Gen2 自主生存规则,seed-stable,2026-08-02T08:50:45.271517Z,2026-08-02T20:46:36.163683Z,56,20,34,2,/Users/bytedance/Downloads/swarm-archive-20260803/02_transcripts/f46ea920-a85.json
1562b5f9-a05,agent-034,2,main_current,agent-034 第二代运行规则,seed-stable,2026-08-02T08:51:11.878693Z,2026-08-02T23:06:04.953941Z,79,31,46,2,/Users/bytedance/Downloads/swarm-archive-20260803/02_transcripts/1562b5f9-a05.json
5936a57a-38d,agent-035,2,main_current,agent-035 Gen2 运行设定,seed-stable,2026-08-02T08:51:30.913298Z,2026-08-02T20:43:48.987590Z,55,19,34,2,/Users/bytedance/Downloads/swarm-archive-20260803/02_transcripts/5936a57a-38d.json
1c04308e-523,agent-036,2,main_current,agent-036 第二代生存运行规则,seed-stable,2026-08-02T08:52:06.427685Z,2026-08-03T02:16:08.023021Z,145,65,78,2,/Users/bytedance/Downloads/swarm-archive-20260803/02_transcripts/1c04308e-523.json
2e7cd784-59a,agent-009,2,main_current,Agent-009 自主研究与生存协作,gpt56_sol,2026-08-02T08:56:04.471430Z,2026-08-02T20:43:04.378281Z,60,15,43,2,/Users/bytedance/Downloads/swarm-archive-20260803/02_transcripts/2e7cd784-59a.json
866316a9-1a0.archive.1,agent-017,1,compaction_snapshot,kolmogorov_solver #1,seed-stable,2026-08-02T09:13:27.733921Z,2026-08-02T09:13:27.733921Z,254,123,125,6,/Users/bytedance/Downloads/swarm-archive-20260803/02_transcripts/866316a9-1a0.archive.1.json
e8ae7fb2-001.archive.2,agent-027,1,compaction_snapshot,MASO #2,seed-stable-reasoning-high,2026-08-02T12:16:12.550056Z,2026-08-02T12:16:12.550056Z,162,80,79,3,/Users/bytedance/Downloads/swarm-archive-20260803/02_transcripts/e8ae7fb2-001.archive.2.json
6016abe1-8a0,agent-019,0,subagent_or_auxiliary,Review Sorting Depth Lower Bounds,gpt56_sol_reasoning_xhigh,2026-08-02T22:36:45.638625Z,2026-08-02T23:40:36.391651Z,33,11,20,2,/Users/bytedance/Downloads/swarm-archive-20260803/02_transcripts/6016abe1-8a0.json
