source_host,agent_id,agent_number,planned_from_assigned_command,launcher_spawn_line_count,session_record_count,log_file_count,log_files_json,log_line_count,start_marker_count,error_line_count,rate_limit_429_line_count,api_http_request_line_count,api_http_200_request_line_count,api_http_200_interpretation,tool_event_count,response_prefix_count,response_prefix_success_count,finished_marker_count,success_evidence,success_evidence_basis,evidence_level,interpretation_guardrail
122174,agent-681,681,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-686,686,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-691,691,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-696,696,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-701,701,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-706,706,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-711,711,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-716,716,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-721,721,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-726,726,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-731,731,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-736,736,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-741,741,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-746,746,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-751,751,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-756,756,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-761,761,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-766,766,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-771,771,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-776,776,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-781,781,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-786,786,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-791,791,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-796,796,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-801,801,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-806,806,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-811,811,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-816,816,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-821,821,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-826,826,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-831,831,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-836,836,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-841,841,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-846,846,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-851,851,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-856,856,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-861,861,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-866,866,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-871,871,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-876,876,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-881,881,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-886,886,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-891,891,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-896,896,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-901,901,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-906,906,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-911,911,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-916,916,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-921,921,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-926,926,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-931,931,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-936,936,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-941,941,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-946,946,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-951,951,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-956,956,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-961,961,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-966,966,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-971,971,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-976,976,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-981,981,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-986,986,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-991,991,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122174,agent-996,996,True,0,0,0,[],0,0,0,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,0,0,0,False,,planned_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122175,agent-38,38,False,0,3,1,"[""swarm/vitals/agent-038.log""]",4068,1,916,1032,1442,739,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",468,452,443,3,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122175,agent-43,43,False,0,3,1,"[""swarm/vitals/agent-043.log""]",6233,1,6030,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,201,0,1,False,,log_or_start_footprint_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122175,agent-48,48,False,0,3,1,"[""swarm/vitals/agent-048.log""]",2335,1,248,823,865,524,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",261,362,362,2,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122175,agent-53,53,False,0,3,1,"[""swarm/vitals/agent-053.log""]",6233,1,6030,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,201,0,1,False,,log_or_start_footprint_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122175,agent-58,58,False,0,3,1,"[""swarm/vitals/agent-058.log""]",2893,1,15,0,928,928,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",752,201,193,1,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122175,agent-63,63,False,0,3,1,"[""swarm/vitals/agent-063.log""]",7242,1,3228,51,3398,144,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",171,115,0,0,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122175,agent-68,68,False,0,3,1,"[""swarm/vitals/agent-068.log""]",1353,1,27,28,447,425,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",388,53,49,0,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122175,agent-73,73,False,0,3,1,"[""swarm/vitals/agent-073.log""]",776,1,1,302,303,152,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",87,113,113,0,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122175,agent-102,102,False,0,1,1,"[""swarm/vitals/agent-0102.log""]",1944,1,309,912,660,356,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",268,201,199,1,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122175,agent-107,107,False,0,1,1,"[""swarm/vitals/agent-0107.log""]",6233,1,6030,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,201,0,1,False,,log_or_start_footprint_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122175,agent-112,112,False,0,1,1,"[""swarm/vitals/agent-0112.log""]",1322,1,261,768,494,237,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",61,201,200,1,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122175,agent-117,117,False,0,1,1,"[""swarm/vitals/agent-0117.log""]",6233,1,6030,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,201,0,1,False,,log_or_start_footprint_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122175,agent-122,122,False,0,1,1,"[""swarm/vitals/agent-0122.log""]",12867,1,3551,0,4187,658,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",665,186,62,0,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122175,agent-127,127,False,0,1,1,"[""swarm/vitals/agent-0127.log""]",11808,2,5500,12,5629,129,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",126,201,15,1,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122175,agent-132,132,False,0,1,1,"[""swarm/vitals/agent-0132.log""]",1900,1,10,0,657,657,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",511,201,198,1,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122175,agent-137,137,False,0,1,1,"[""swarm/vitals/agent-0137.log""]",2292,1,373,963,797,454,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",329,201,198,1,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122175,agent-142,142,False,0,1,1,"[""swarm/vitals/agent-0142.log""]",1722,1,14,0,562,562,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",400,201,198,1,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122175,agent-147,147,False,0,1,1,"[""swarm/vitals/agent-0147.log""]",1449,1,11,154,490,411,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",321,201,199,1,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122175,agent-152,152,False,0,1,1,"[""swarm/vitals/agent-0152.log""]",6233,1,6030,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,201,0,1,False,,log_or_start_footprint_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122175,agent-157,157,False,0,1,1,"[""swarm/vitals/agent-0157.log""]",1160,1,19,88,431,381,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",260,201,196,1,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122175,agent-162,162,False,0,1,1,"[""swarm/vitals/agent-0162.log""]",5885,1,5695,0,0,0,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",0,189,0,0,False,,log_or_start_footprint_only,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122175,agent-167,167,False,0,1,1,"[""swarm/vitals/agent-0167.log""]",1578,1,5,0,584,583,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",398,201,197,1,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122175,agent-172,172,False,0,1,1,"[""swarm/vitals/agent-0172.log""]",7924,2,3623,63,3757,85,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",107,125,1,0,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122175,agent-177,177,False,0,1,1,"[""swarm/vitals/agent-0177.log""]",1953,1,11,0,653,653,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",467,201,192,1,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122175,agent-182,182,False,0,1,1,"[""swarm/vitals/agent-0182.log""]",1344,1,35,346,523,337,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",250,201,200,1,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
122175,agent-187,187,False,0,1,1,"[""swarm/vitals/agent-0187.log""]",1072,1,13,16,369,359,"Logged successful API-request count only; multiple API requests can occur inside one model turn, and it carries no token quantity.",331,45,43,0,True,logged_http_200_api_request,success_evidence,"success_evidence means at least one logged HTTP 200 API request; it does not prove a complete outer turn, meaningful response, social action, task completion, tokens, or cost."
