source_host,source_path,line,observation_type,proof_level,start,end_exclusive,batch_index,batch_count,max_concurrent,declared_or_derived_count,agent_number,detail
122447,swarm/vitals/wave2_batch2.log,82,launcher_spawn_line,process_spawn_footprint,,,,,,1,498,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,83,launcher_spawn_line,process_spawn_footprint,,,,,,1,503,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,84,launcher_spawn_line,process_spawn_footprint,,,,,,1,508,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,85,launcher_spawn_line,process_spawn_footprint,,,,,,1,513,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,86,launcher_spawn_line,process_spawn_footprint,,,,,,1,518,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,87,launcher_spawn_line,process_spawn_footprint,,,,,,1,523,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,88,launcher_spawn_line,process_spawn_footprint,,,,,,1,528,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,89,launcher_spawn_line,process_spawn_footprint,,,,,,1,533,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,9,launcher_spawn_line,process_spawn_footprint,,,,,,1,133,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,90,launcher_spawn_line,process_spawn_footprint,,,,,,1,538,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,91,launcher_spawn_line,process_spawn_footprint,,,,,,1,543,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,92,launcher_spawn_line,process_spawn_footprint,,,,,,1,548,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,93,launcher_spawn_line,process_spawn_footprint,,,,,,1,553,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,94,launcher_spawn_line,process_spawn_footprint,,,,,,1,558,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,95,launcher_spawn_line,process_spawn_footprint,,,,,,1,563,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,96,launcher_spawn_line,process_spawn_footprint,,,,,,1,568,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,97,launcher_spawn_line,process_spawn_footprint,,,,,,1,573,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,98,launcher_spawn_line,process_spawn_footprint,,,,,,1,578,Launcher-reported process spawn; not model-response or completion evidence.
122447,swarm/vitals/wave2_batch2.log,99,launcher_spawn_line,process_spawn_footprint,,,,,,1,583,Launcher-reported process spawn; not model-response or completion evidence.
122448,swarm/devbox_launch_agents.py,,static_source_defaults,planned_only,,,,,4,,,"Static source defaults are a plan, not execution evidence."
122448,swarm/devbox_launch_wave2.py,,static_source_defaults,planned_only,101,1001,,,8,900,,"Static source defaults are a plan, not execution evidence."
122456,swarm/devbox_launch_agents.py,,static_source_defaults,planned_only,,,,,4,,,"Static source defaults are a plan, not execution evidence."
122456,swarm/devbox_launch_wave2.py,,static_source_defaults,planned_only,101,1001,,,8,900,,"Static source defaults are a plan, not execution evidence."
